"","Participant.Private.ID","condition","Reaction.Time","X.Coordinate","Y.Coordinate","video","midDistPx","angle2mid","contrast","offset","absOffset","angError","absAngError"
"43",5793287,"clear",831.9,359,256,"8right.mp4",39,8.69550287742477,"High",8,8,0.69550287742477,0.69550287742477
"44",5793287,"clear",749.4,450,254,"90_8right.mp4",130,27.0126653479385,"Low",8,8,19.0126653479385,19.0126653479385
"45",5793287,"clear",883.6,270,250,"90_4.mp4",-50,-11.0937230115578,"Low",-4,4,-7.09372301155785,7.09372301155785
"46",5793287,"clear",696,435,253,"20right.mp4",115,24.2744411344395,"High",20,20,4.27444113443946,4.27444113443946
"47",5793287,"clear",965.1,487,256,"90_20right.mp4",167,33.2208678093062,"Low",20,20,13.2208678093062,13.2208678093062
"48",5793287,"clear",1016.4,236,257,"50_12.mp4",-84,-18.2324910807038,"Medium",-12,12,-6.23249108070382,6.23249108070382
"49",5793287,"clear",1460.1,329,255,"50_0.mp4",9,2.02136494035602,"Medium",0,0,2.02136494035602,2.02136494035602
"50",5793287,"clear",692.6,408,259,"16right.mp4",88,19.03945395984,"High",16,16,3.03945395983997,3.03945395983997
"51",5793287,"clear",1154.1,410,255,"90_12right.mp4",90,19.4400348281762,"Low",12,12,7.44003482817619,7.44003482817619
"52",5793287,"clear",870.5,197,252,"20.mp4",-123,-25.7504741273183,"High",-20,20,-5.75047412731827,5.75047412731827
"53",5793287,"clear",994.3,292,254,"50_4.mp4",-28,-6.26619809847925,"Medium",-4,4,-2.26619809847925,2.26619809847925
"54",5793287,"clear",871.1,194,257,"50_20.mp4",-126,-26.2947900705839,"Medium",-20,20,-6.29479007058385,6.29479007058385
"55",5793287,"clear",834.1,220,256,"50_16.mp4",-100,-21.4129694748718,"Medium",-16,16,-5.41296947487176,5.41296947487176
"56",5793287,"clear",785.3,510,253,"90_16right.mp4",190,36.6897228324758,"Low",16,16,20.6897228324758,20.6897228324758
"57",5793287,"clear",785.4,333,252,"90_0right.mp4",13,2.91843472078156,"Low",0,0,2.91843472078156,2.91843472078156
"58",5793287,"clear",770.2,414,257,"90_4right.mp4",94,20.235271166382,"Low",4,4,16.235271166382,16.235271166382
"59",5793287,"clear",692.5,326,252,"0right.mp4",6,1.3478872801986,"High",0,0,1.3478872801986,1.3478872801986
"60",5793287,"clear",790.5,314,255,"90_12.mp4",-6,-1.3478872801986,"Low",-12,12,10.6521127198014,10.6521127198014
"61",5793287,"clear",519.6,342,252,"4right.mp4",22,4.93095530197298,"High",4,4,0.930955301972978,0.930955301972978
