Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
2,1643825337683,02/02/2022 18:08:57,1643825337797,0,02/02/2022 18:08:57,62188,20,task-9sft,,19102331,BLIND,5658031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,63210,,,,,0,1,0,,,,,,intro,
3,1643825338737,02/02/2022 18:08:58,1643825338837,0,02/02/2022 18:08:58,62188,20,task-9sft,,19102331,BLIND,5658031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,1028.7000000029802,,,,,0,1,0,,,,,,video,
4,1643825339929,02/02/2022 18:08:59,1643825340021,0,02/02/2022 18:09:00,62188,20,task-9sft,,19102331,BLIND,5658031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1173.2000000029802,,,,,0,1,0,,,,,,instructions,
5,1643825341070,02/02/2022 18:09:01,1643825341173,0,02/02/2022 18:09:01,62188,20,task-9sft,,19102331,BLIND,5658031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,163,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1138.1999999955297,,,Right,1,0,1,0,,,,,,response,
6,1643825341117,02/02/2022 18:09:01,1643825341178,0,02/02/2022 18:09:01,62188,20,task-9sft,,19102331,BLIND,5658031,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,163,Spreadsheet1,,,END TASK,,,,,66636,,,,,0,1,0,,,,,,,
1,1643742279227,01/02/2022 19:04:39,1643742279028,0,01/02/2022 19:04:39,62188,20,task-9sft,,19066409,BLIND,5647903,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,178,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643742357886,01/02/2022 19:05:57,1643742357727,0,01/02/2022 19:05:57,62188,20,task-9sft,,19066409,BLIND,5647903,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,78652.90000009537,,,,,0,1,0,,,,,,intro,
3,1643742358886,01/02/2022 19:05:58,1643742358743,0,01/02/2022 19:05:58,62188,20,task-9sft,,19066409,BLIND,5647903,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,999.7000000476837,,,,,0,1,0,,,,,,video,
4,1643742363645,01/02/2022 19:06:03,1643742363485,0,01/02/2022 19:06:03,62188,20,task-9sft,,19066409,BLIND,5647903,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4731.100000143051,,,,,0,1,0,,,,,,instructions,
5,1643742364754,01/02/2022 19:06:04,1643742364607,0,01/02/2022 19:06:04,62188,20,task-9sft,,19066409,BLIND,5647903,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1106.9000000953674,,,Left,1,0,1,0,,,,,,response,
6,1643742364803,01/02/2022 19:06:04,1643742364610,0,01/02/2022 19:06:04,62188,20,task-9sft,,19066409,BLIND,5647903,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,178,Spreadsheet1,,,END TASK,,,,,85582,,,,,0,1,0,,,,,,,
1,1643739011131,01/02/2022 18:10:11,1643739010912,0,01/02/2022 18:10:10,62188,20,task-9sft,,19065231,BLIND,5647580,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,183,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643739144616,01/02/2022 18:12:24,1643739144376,0,01/02/2022 18:12:24,62188,20,task-9sft,,19065231,BLIND,5647580,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,133421.90000009537,,,,,0,1,0,,,,,,intro,
3,1643739146184,01/02/2022 18:12:26,1643739146059,0,01/02/2022 18:12:26,62188,20,task-9sft,,19065231,BLIND,5647580,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,1665.1000001430511,,,,,0,1,0,,,,,,video,
4,1643739147126,01/02/2022 18:12:27,1643739146914,0,01/02/2022 18:12:26,62188,20,task-9sft,,19065231,BLIND,5647580,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,842.4000000953674,,,,,0,1,0,,,,,,instructions,
5,1643739149602,01/02/2022 18:12:29,1643739149483,0,01/02/2022 18:12:29,62188,20,task-9sft,,19065231,BLIND,5647580,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2554,,,Left,1,0,1,0,,,,,,response,
6,1643739149736,01/02/2022 18:12:29,1643739149486,0,01/02/2022 18:12:29,62188,20,task-9sft,,19065231,BLIND,5647580,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,183,Spreadsheet1,,,END TASK,,,,,138575,,,,,0,1,0,,,,,,,
1,1643653734702,31/01/2022 18:28:54,1643653734076,0,31/01/2022 18:28:54,62188,20,task-9sft,,19029207,BLIND,5636687,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643653766902,31/01/2022 18:29:26,1643653766029,0,31/01/2022 18:29:26,62188,20,task-9sft,,19029207,BLIND,5636687,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,31839.599999904633,,,,,0,1,0,,,,,,intro,
3,1643653769621,31/01/2022 18:29:29,1643653768875,0,31/01/2022 18:29:28,62188,20,task-9sft,,19029207,BLIND,5636687,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,2794.2000000476837,,,,,0,1,0,,,,,,video,
4,1643653774476,31/01/2022 18:29:34,1643653773444,0,31/01/2022 18:29:33,62188,20,task-9sft,,19029207,BLIND,5636687,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4546.400000095367,,,,,0,1,0,,,,,,instructions,
5,1643653778277,31/01/2022 18:29:38,1643653777036,0,31/01/2022 18:29:37,62188,20,task-9sft,,19029207,BLIND,5636687,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,3559,,,Right,1,0,1,0,,,,,,response,
6,1643653778558,31/01/2022 18:29:38,1643653777041,0,31/01/2022 18:29:37,62188,20,task-9sft,,19029207,BLIND,5636687,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,42964,,,,,0,1,0,,,,,,,
1,1643628443333,31/01/2022 11:27:23,1643628440064,0,31/01/2022 11:27:20,62188,20,task-9sft,,19009793,BLIND,5631005,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643628451137,31/01/2022 11:27:31,1643628447906,0,31/01/2022 11:27:27,62188,20,task-9sft,,19009793,BLIND,5631005,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,7782.600000008941,,,,,0,1,0,,,,,,intro,
3,1643628477967,31/01/2022 11:27:57,1643628474721,0,31/01/2022 11:27:54,62188,20,task-9sft,,19009793,BLIND,5631005,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,26797,,,,,0,1,0,,,,,,video,
4,1643628482303,31/01/2022 11:28:02,1643628479083,0,31/01/2022 11:27:59,62188,20,task-9sft,,19009793,BLIND,5631005,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,4338.5,,,,,0,1,0,,,,,,instructions,
5,1643628483538,31/01/2022 11:28:03,1643628480320,0,31/01/2022 11:28:00,62188,20,task-9sft,,19009793,BLIND,5631005,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,1222.7999999970198,,,Right,1,0,1,0,,,,,,response,
6,1643628483604,31/01/2022 11:28:03,1643628480323,0,31/01/2022 11:28:00,62188,20,task-9sft,,19009793,BLIND,5631005,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Chrome 97.0.4692.99,1440x900,1440x821,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,40259,,,,,0,1,0,,,,,,,
1,1643481699000,29/01/2022 18:41:39,1643481699289,0,29/01/2022 18:41:39,62188,20,task-9sft,,18985385,BLIND,5624292,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,193,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643481801213,29/01/2022 18:43:21,1643481801571,0,29/01/2022 18:43:21,62188,20,task-9sft,,18985385,BLIND,5624292,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,102242.09999990463,,,,,0,1,0,,,,,,intro,
3,1643481809482,29/01/2022 18:43:29,1643481809799,0,29/01/2022 18:43:29,62188,20,task-9sft,,18985385,BLIND,5624292,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,8209,,,,,0,1,0,,,,,,video,
4,1643481812990,29/01/2022 18:43:32,1643481813343,0,29/01/2022 18:43:33,62188,20,task-9sft,,18985385,BLIND,5624292,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3523.6999999284744,,,,,0,1,0,,,,,,instructions,
5,1643481814248,29/01/2022 18:43:34,1643481814590,0,29/01/2022 18:43:34,62188,20,task-9sft,,18985385,BLIND,5624292,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1238.2999999523163,,,Left,1,0,1,0,,,,,,response,
6,1643481814295,29/01/2022 18:43:34,1643481814593,0,29/01/2022 18:43:34,62188,20,task-9sft,,18985385,BLIND,5624292,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,193,Spreadsheet1,,,END TASK,,,,,115304,,,,,0,1,0,,,,,,,
1,1643470815384,29/01/2022 15:40:15,1643470815748,0,29/01/2022 15:40:15,62188,20,task-9sft,,18982468,BLIND,5623534,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,173,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643470953617,29/01/2022 15:42:33,1643470954010,0,29/01/2022 15:42:34,62188,20,task-9sft,,18982468,BLIND,5623534,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,138215.70000004768,,,,,0,1,0,,,,,,intro,
3,1643470956466,29/01/2022 15:42:36,1643470956856,0,29/01/2022 15:42:36,62188,20,task-9sft,,18982468,BLIND,5623534,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,2828.100000023842,,,,,0,1,0,,,,,,video,
4,1643470969755,29/01/2022 15:42:49,1643470970159,0,29/01/2022 15:42:50,62188,20,task-9sft,,18982468,BLIND,5623534,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,13292.200000047684,,,,,0,1,0,,,,,,instructions,
5,1643471002857,29/01/2022 15:43:22,1643471003272,0,29/01/2022 15:43:23,62188,20,task-9sft,,18982468,BLIND,5623534,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonB,response_button_text,33100.299999952316,,,Right,1,0,1,0,,,,,,response,
6,1643471002919,29/01/2022 15:43:22,1643471003275,0,29/01/2022 15:43:23,62188,20,task-9sft,,18982468,BLIND,5623534,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,173,Spreadsheet1,,,END TASK,,,,,187527,,,,,0,1,0,,,,,,,
1,1643308004684,27/01/2022 18:26:44,1643308005393,0,27/01/2022 18:26:45,62188,20,task-9sft,,18940872,BLIND,5610774,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,157,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643308016151,27/01/2022 18:26:56,1643308016911,0,27/01/2022 18:26:56,62188,20,task-9sft,,18940872,BLIND,5610774,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,11464.5,,,,,0,1,0,,,,,,intro,
3,1643308062160,27/01/2022 18:27:42,1643308062935,0,27/01/2022 18:27:42,62188,20,task-9sft,,18940872,BLIND,5610774,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,46011,,,,,0,1,0,,,,,,video,
4,1643308064644,27/01/2022 18:27:44,1643308065401,0,27/01/2022 18:27:45,62188,20,task-9sft,,18940872,BLIND,5610774,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2459.800000011921,,,,,0,1,0,,,,,,instructions,
5,1643308068645,27/01/2022 18:27:48,1643308069422,0,27/01/2022 18:27:49,62188,20,task-9sft,,18940872,BLIND,5610774,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,157,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,4010.7999999523163,,,Left,1,0,1,0,,,,,,response,
6,1643308068693,27/01/2022 18:27:48,1643308069430,0,27/01/2022 18:27:49,62188,20,task-9sft,,18940872,BLIND,5610774,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,157,Spreadsheet1,,,END TASK,,,,,64037,,,,,0,1,0,,,,,,,
1,1643223866552,26/01/2022 19:04:26,1643223866814,0,26/01/2022 19:04:26,62188,20,task-9sft,,18907541,BLIND,5599806,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643223872311,26/01/2022 19:04:32,1643223872631,0,26/01/2022 19:04:32,62188,20,task-9sft,,18907541,BLIND,5599806,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,5768.0999999940395,,,,,0,1,0,,,,,,intro,
3,1643223921034,26/01/2022 19:05:21,1643223921343,0,26/01/2022 19:05:21,62188,20,task-9sft,,18907541,BLIND,5599806,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,48696.80000001192,,,,,0,1,0,,,,,,video,
4,1643223923050,26/01/2022 19:05:23,1643223923361,0,26/01/2022 19:05:23,62188,20,task-9sft,,18907541,BLIND,5599806,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,2002.300000011921,,,,,0,1,0,,,,,,instructions,
5,1643223925776,26/01/2022 19:05:25,1643223926103,0,26/01/2022 19:05:26,62188,20,task-9sft,,18907541,BLIND,5599806,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,2728.800000011921,,,Left,1,0,1,0,,,,,,response,
6,1643223925827,26/01/2022 19:05:25,1643223926105,0,26/01/2022 19:05:26,62188,20,task-9sft,,18907541,BLIND,5599806,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,183,Spreadsheet1,,,END TASK,,,,,59291,,,,,0,1,0,,,,,,,
1,1643135765942,25/01/2022 18:36:05,1643135765734,0,25/01/2022 18:36:05,62188,20,task-9sft,,18868850,BLIND,5585959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643135787530,25/01/2022 18:36:27,1643135787283,0,25/01/2022 18:36:27,62188,20,task-9sft,,18868850,BLIND,5585959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21496,,,,,0,1,0,,,,,,intro,
3,1643135834070,25/01/2022 18:37:14,1643135833876,0,25/01/2022 18:37:13,62188,20,task-9sft,,18868850,BLIND,5585959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,46571.90000000596,,,,,0,1,0,,,,,,video,
4,1643135835590,25/01/2022 18:37:15,1643135835413,0,25/01/2022 18:37:15,62188,20,task-9sft,,18868850,BLIND,5585959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1529.2999999970198,,,,,0,1,0,,,,,,instructions,
5,1643135836820,25/01/2022 18:37:16,1643135836644,0,25/01/2022 18:37:16,62188,20,task-9sft,,18868850,BLIND,5585959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,1216.5999999940395,,,Left,1,0,1,0,,,,,,response,
6,1643135836885,25/01/2022 18:37:16,1643135836652,0,25/01/2022 18:37:16,62188,20,task-9sft,,18868850,BLIND,5585959,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,70918,,,,,0,1,0,,,,,,,
1,1643133244858,25/01/2022 17:54:04,1643133244635,0,25/01/2022 17:54:04,62188,20,task-9sft,,18866486,BLIND,5585374,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643133266300,25/01/2022 17:54:26,1643133266007,0,25/01/2022 17:54:26,62188,20,task-9sft,,18866486,BLIND,5585374,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,21320,,,,,0,1,0,,,,,,intro,
3,1643133303505,25/01/2022 17:55:03,1643133303233,0,25/01/2022 17:55:03,62188,20,task-9sft,,18866486,BLIND,5585374,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,37206.10000000894,,,,,0,1,0,,,,,,video,
4,1643133353059,25/01/2022 17:55:53,1643133352799,0,25/01/2022 17:55:52,62188,20,task-9sft,,18866486,BLIND,5585374,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,49545.29999999702,,,,,0,1,0,,,,,,instructions,
5,1643133356839,25/01/2022 17:55:56,1643133356589,0,25/01/2022 17:55:56,62188,20,task-9sft,,18866486,BLIND,5585374,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,3778.7999999970198,,,Left,1,0,1,0,,,,,,response,
6,1643133356895,25/01/2022 17:55:56,1643133356600,0,25/01/2022 17:55:56,62188,20,task-9sft,,18866486,BLIND,5585374,,complete,,,computer,Desktop or Laptop,Windows 10,Edge 97.0.1072.69,1280x720,1280x720,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,111965,,,,,0,1,0,,,,,,,
1,1643112751532,25/01/2022 12:12:31,1643112753650,0,25/01/2022 12:12:33,62188,20,task-9sft,,18845343,BLIND,5578336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1643112754048,25/01/2022 12:12:34,1643112756209,0,25/01/2022 12:12:36,62188,20,task-9sft,,18845343,BLIND,5578336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2420.2000000476837,,,,,0,1,0,,,,,,intro,
3,1643112799823,25/01/2022 12:13:19,1643112802011,0,25/01/2022 12:13:22,62188,20,task-9sft,,18845343,BLIND,5578336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,Zone2,continue_button,45785.799999952316,,,,,0,1,0,,,,,,video,
4,1643112819887,25/01/2022 12:13:39,1643112821985,0,25/01/2022 12:13:41,62188,20,task-9sft,,18845343,BLIND,5578336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,19962.899999976158,,,,,0,1,0,,,,,,instructions,
5,1643112826713,25/01/2022 12:13:46,1643112828882,0,25/01/2022 12:13:48,62188,20,task-9sft,,18845343,BLIND,5578336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,buttonA,response_button_text,6882.199999928474,,,Left,1,0,1,0,,,,,,response,
6,1643112826787,25/01/2022 12:13:46,1643112828886,0,25/01/2022 12:13:48,62188,20,task-9sft,,18845343,BLIND,5578336,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,,,END TASK,,,,,75236,,,,,0,1,0,,,,,,,
1,1642959232122,23/01/2022 17:33:52,1642959232941,0,23/01/2022 17:33:52,62188,20,task-9sft,,18782782,BLIND,5558701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1536x722,,Eye dominance,3,168,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1642959315721,23/01/2022 17:35:15,1642959316571,0,23/01/2022 17:35:16,62188,20,task-9sft,,18782782,BLIND,5558701,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 97.0.4692.99,1536x864,1519x722,,Eye dominance,3,168,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,83589.29999995232,,,,,0,1,0,,,,,,intro,
